date,team,player_acquired,player_relinquished,notes,category,source_page
2025-09-01,DAL,,Arike Ogunbowale,RIGHT KNEE,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,Aziaha James,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,Haley Jones,RIGHT KNEE,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,JJ Quinerly,LEFT KNEE,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,Li Yueru,LEFT KNEE,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,Luisa Geiselsoder,RIGHT SHOULDER,missed_game_injury,espn_summary_401736370.json
2025-09-01,DAL,,Tyasha Harris,LEFT KNEE,missed_game_injury,espn_summary_401736370.json
2025-09-01,SEA,,Katie Lou Samuelson,RIGHT KNEE,missed_game_injury,espn_summary_401736371.json
2025-09-01,CON,,Haley Peters,COACH'S DECISION,missed_game_other,espn_summary_401736369.json
2025-09-01,LAS,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,LAS,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,LAS,,Julie Vanloo,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,LAS,,Sania Feagin,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,MIN,,Kayla McBride,REST,missed_game_other,espn_summary_401736370.json
2025-09-01,SEA,,Lexie Brown,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,SEA,,Mackenzie Holmes,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,SEA,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401736371.json
2025-09-01,MIN,Camryn Taylor,,The Minnesota Lynx signed Camryn Taylor.,signing,bbref_transactions_2025.html
2025-09-01,GSV,,Bree Hall,The Golden State Valkyries released Bree Hall.,waiver,bbref_transactions_2025.html
2025-09-02,IND,,Aari McDonald,RIGHT FOOT,missed_game_injury,espn_summary_401736373.json
2025-09-02,IND,,Caitlin Clark,RIGHT GROIN,missed_game_injury,espn_summary_401736373.json
2025-09-02,IND,,Chloe Bibby,LEFT KNEE,missed_game_injury,espn_summary_401736373.json
2025-09-02,IND,,Sophie Cunningham,RIGHT KNEE,missed_game_injury,espn_summary_401736373.json
2025-09-02,IND,,Sydney Colson,LEFT KNEE,missed_game_injury,espn_summary_401736373.json
2025-09-02,GSV,,Kaitlyn Chen,COACH'S DECISION,missed_game_other,espn_summary_401736372.json
2025-09-02,GSV,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401736372.json
2025-09-02,IND,,Makayla Timpson,COACH'S DECISION,missed_game_other,espn_summary_401736373.json
2025-09-02,NYL,,Nyara Sabally,COACH'S DECISION,missed_game_other,espn_summary_401736372.json
2025-09-02,NYL,,Stephanie Talbot,COACH'S DECISION,missed_game_other,espn_summary_401736372.json
2025-09-02,PHO,,Kalani Brown,PERSONAL REASONS,missed_game_other,espn_summary_401736373.json
2025-09-02,PHO,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401736373.json
2025-09-02,PHO,,Kitija Laksa,COACH'S DECISION,missed_game_other,espn_summary_401736373.json
2025-09-02,DAL,Ajae Petty,,The Dallas Wings signed Ajae Petty to a 7-day contract.,signing,bbref_transactions_2025.html
2025-09-02,DAL,Serena Sundell,,The Dallas Wings signed Serena Sundell to a 2nd 7-day contract.,signing,bbref_transactions_2025.html
2025-09-02,IND,Shey Peddy,,The Indiana Fever signed Shey Peddy to a 3rd 7-day contract.,signing,bbref_transactions_2025.html
2025-09-02,DAL,,Christyn Williams,The Dallas Wings released Christyn Williams.,waiver,bbref_transactions_2025.html
2025-09-02,DAL,,Serena Sundell,The Dallas Wings released Serena Sundell.,waiver,bbref_transactions_2025.html
2025-09-02,IND,,Shey Peddy,The Indiana Fever released Shey Peddy.,waiver,bbref_transactions_2025.html
2025-09-03,CHI,,Courtney Vandersloot,KNEE INJURY,missed_game_injury,espn_summary_401736375.json
2025-09-03,CHI,,Hailey Van Lith,ANKLE INJURY,missed_game_injury,espn_summary_401736375.json
2025-09-03,CON,,Bria Hartley,KNEE INJURY,missed_game_injury,espn_summary_401736375.json
2025-09-03,CON,,Olivia Nelson-Ododa,COACH'S DECISION,missed_game_other,espn_summary_401736375.json
2025-09-03,LAS,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401736374.json
2025-09-03,DAL,Christyn Williams,,The Dallas Wings signed Christyn Williams to a 2nd 7-day contract.,signing,bbref_transactions_2025.html
2025-09-03,GSV,Elizabeth Kitley,,The Golden State Valkyries signed Elizabeth Kitley to a 7-day contract.,signing,bbref_transactions_2025.html
2025-09-04,MIN,,DiJonai Carrington,SHOULDER,missed_game_injury,espn_summary_401736378.json
2025-09-04,DAL,,Ajae Petty,COACH'S DECISION,missed_game_other,espn_summary_401736377.json
2025-09-04,DAL,,Christyn Williams,COACH'S DECISION,missed_game_other,espn_summary_401736377.json
2025-09-04,GSV,,Elizabeth Kitley,COACH'S DECISION,missed_game_other,espn_summary_401736377.json
2025-09-04,LVA,,Megan DiLeo,COACH'S DECISION,missed_game_other,espn_summary_401736378.json
2025-09-04,PHO,,Kalani Brown,COACH'S DECISION,missed_game_other,espn_summary_401736376.json
2025-09-04,PHO,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401736376.json
2025-09-04,PHO,,Kitija Laksa,COACH'S DECISION,missed_game_other,espn_summary_401736376.json
2025-09-04,PHO,,Lexi Held,COACH'S DECISION,missed_game_other,espn_summary_401736376.json
2025-09-04,WAS,,Madison Scott,COACH'S DECISION,missed_game_other,espn_summary_401736376.json
2025-09-04,IND,Bree Hall,,The Indiana Fever signed Bree Hall.,signing,bbref_transactions_2025.html
2025-09-04,WAS,Madison Scott,,The Washington Mystics signed Madison Scott.,signing,bbref_transactions_2025.html
2025-09-04,DAL,,Serena Sundell,The Dallas Wings released Serena Sundell.,waiver,bbref_transactions_2025.html
2025-09-04,WAS,,Madison Scott,The Washington Mystics released Madison Scott.,waiver,bbref_transactions_2025.html
2025-09-05,CHI,,Courtney Vandersloot,KNEE INJURY,missed_game_injury,espn_summary_401736380.json
2025-09-05,CHI,,Hailey Van Lith,ANKLE INJURY,missed_game_injury,espn_summary_401736380.json
2025-09-05,IND,,Aari McDonald,RIGHT FOOT,missed_game_injury,espn_summary_401736380.json
2025-09-05,IND,,Caitlin Clark,RIGHT GROIN,missed_game_injury,espn_summary_401736380.json
2025-09-05,IND,,Chloe Bibby,LEFT KNEE,missed_game_injury,espn_summary_401736380.json
2025-09-05,IND,,Sophie Cunningham,LEFT KNEE,missed_game_injury,espn_summary_401736380.json
2025-09-05,IND,,Sydney Colson,LEFT KNEE,missed_game_injury,espn_summary_401736380.json
2025-09-05,NYL,,Sabrina Ionescu,LEFT FOOT,missed_game_injury,espn_summary_401736381.json
2025-09-05,SEA,,Katie Lou Samuelson,RIGHT KNEE,missed_game_injury,espn_summary_401736381.json
2025-09-05,CHI,,Angel Reese,SUSPENDED BY LEAGUE,missed_game_other,espn_summary_401736380.json
2025-09-05,IND,,Bree Hall,COACH'S DECISION,missed_game_other,espn_summary_401736380.json
2025-09-05,LAS,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401736379.json
2025-09-05,NYL,,Nyara Sabally,COACH'S DECISION,missed_game_other,espn_summary_401736381.json
2025-09-05,SEA,,Lexie Brown,COACH'S DECISION,missed_game_other,espn_summary_401736381.json
2025-09-05,SEA,,Mackenzie Holmes,COACH'S DECISION,missed_game_other,espn_summary_401736381.json
2025-09-05,SEA,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401736381.json
2025-09-05,DAL,Amy Okonkwo,,The Dallas Wings signed Amy Okonkwo.,signing,bbref_transactions_2025.html
2025-09-05,DAL,,Amy Okonkwo,The Dallas Wings released Amy Okonkwo.,waiver,bbref_transactions_2025.html
2025-09-06,CON,,Bria Hartley,RIGHT KNEE,missed_game_injury,espn_summary_401736382.json
2025-09-06,CON,,Olivia Nelson-Ododa,COACH'S DECISION,missed_game_other,espn_summary_401736382.json
2025-09-06,CON,,Rayah Marshall,COACH'S DECISION,missed_game_other,espn_summary_401736382.json
2025-09-06,GSV,,Elizabeth Kitley,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,GSV,,Kaitlyn Chen,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,GSV,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,MIN,,Anastasiia Olairi Kosu,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,MIN,,Camryn Taylor,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,MIN,,Jaylyn Sherrod,COACH'S DECISION,missed_game_other,espn_summary_401736383.json
2025-09-06,PHO,,Kalani Brown,COACH'S DECISION,missed_game_other,espn_summary_401736382.json
2025-09-06,PHO,,Kiana Williams,COACH'S DECISION,missed_game_other,espn_summary_401736382.json
2025-09-06,PHO,,Kitija Laksa,COACH'S DECISION,missed_game_other,espn_summary_401736382.json
2025-09-06,IND,Aerial Powers,,The Indiana Fever signed Aerial Powers.,signing,bbref_transactions_2025.html
2025-09-06,IND,,Aerial Powers,The Indiana Fever released Aerial Powers.,waiver,bbref_transactions_2025.html
2025-09-07,CHI,,Ariel Atkins,BACK INJURY,missed_game_injury,espn_summary_401736386.json
2025-09-07,CHI,,Courtney Vandersloot,KNEE INJURY,missed_game_injury,espn_summary_401736386.json
2025-09-07,CHI,,Hailey Van Lith,ANKLE INJURY,missed_game_injury,espn_summary_401736386.json
2025-09-07,DAL,,Arike Ogunbowale,RIGHT KNEE,missed_game_injury,espn_summary_401736385.json
2025-09-07,DAL,,JJ Quinerly,LEFT KNEE,missed_game_injury,espn_summary_401736385.json
2025-09-07,DAL,,Li Yueru,LEFT KNEE,missed_game_injury,espn_summary_401736385.json
2025-09-07,DAL,,Luisa Geiselsoder,RIGHT SHOULDER,missed_game_injury,espn_summary_401736385.json
2025-09-07,DAL,,Tyasha Harris,LEFT KNEE,missed_game_injury,espn_summary_401736385.json
2025-09-07,IND,,Aari McDonald,RIGHT FOOT,missed_game_injury,espn_summary_401736384.json
2025-09-07,IND,,Caitlin Clark,RIGHT GROIN,missed_game_injury,espn_summary_401736384.json
2025-09-07,IND,,Chloe Bibby,LEFT KNEE,missed_game_injury,espn_summary_401736384.json
2025-09-07,IND,,Sophie Cunningham,RIGHT KNEE,missed_game_injury,espn_summary_401736384.json
2025-09-07,IND,,Sydney Colson,LEFT KNEE,missed_game_injury,espn_summary_401736384.json
2025-09-07,LVA,,NaLyssa Smith,CONCUSSION PROTOCOL,missed_game_injury,espn_summary_401736386.json
2025-09-07,WAS,,Georgia Amoore,RIGHT ACL,missed_game_injury,espn_summary_401736384.json
2025-09-07,WAS,,Jacy Sheldon,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401736384.json
2025-09-07,CHI,,Angel Reese,COACH'S DECISION,missed_game_other,espn_summary_401736386.json
2025-09-07,LAS,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401736385.json
2025-09-08,GSV,,Elizabeth Kitley,The Golden State Valkyries released Elizabeth Kitley.,waiver,bbref_transactions_2025.html
2025-09-09,CHI,,Angel Reese,BACK,missed_game_injury,espn_summary_401736390.json
2025-09-09,CHI,,Ariel Atkins,BACK,missed_game_injury,espn_summary_401736390.json
2025-09-09,CHI,,Courtney Vandersloot,KNEE INJURY,missed_game_injury,espn_summary_401736390.json
2025-09-09,CHI,,Hailey Van Lith,ANKLE INJURY,missed_game_injury,espn_summary_401736390.json
2025-09-09,GSV,,Kayla Thornton,RIGHT KNEE,missed_game_injury,espn_summary_401736392.json
2025-09-09,GSV,,Tiffany Hayes,LEFT KNEE,missed_game_injury,espn_summary_401736392.json
2025-09-09,IND,,Aari McDonald,RIGHT FOOT,missed_game_injury,espn_summary_401736389.json
2025-09-09,IND,,Caitlin Clark,RIGHT GROIN,missed_game_injury,espn_summary_401736389.json
2025-09-09,IND,,Chloe Bibby,LEFT KNEE,missed_game_injury,espn_summary_401736389.json
2025-09-09,IND,,Sophie Cunningham,RIGHT KNEE,missed_game_injury,espn_summary_401736389.json
2025-09-09,IND,,Sydney Colson,LEFT KNEE,missed_game_injury,espn_summary_401736389.json
2025-09-09,LVA,,Kierstan Bell,LOWER LEG,missed_game_injury,espn_summary_401736390.json
2025-09-09,MIN,,DiJonai Carrington,LEFT SHOULDER,missed_game_injury,espn_summary_401736389.json
2025-09-09,SEA,,Katie Lou Samuelson,RIGHT KNEE,missed_game_injury,espn_summary_401736392.json
2025-09-09,WAS,,Georgia Amoore,ACL,missed_game_injury,espn_summary_401736388.json
2025-09-09,WAS,,Jacy Sheldon,RIGHT ANKLE INJURY,missed_game_injury,espn_summary_401736388.json
2025-09-09,GSV,,Kaitlyn Chen,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,GSV,,Laeticia Amihere,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,IND,,Bree Hall,COACH'S DECISION,missed_game_other,espn_summary_401736389.json
2025-09-09,LAS,,Alissa Pili,COACH'S DECISION,missed_game_other,espn_summary_401736391.json
2025-09-09,LAS,,Emma Cannon,COACH'S DECISION,missed_game_other,espn_summary_401736391.json
2025-09-09,LAS,,Sania Feagin,COACH'S DECISION,missed_game_other,espn_summary_401736391.json
2025-09-09,MIN,,Napheesa Collier,REST,missed_game_other,espn_summary_401736389.json
2025-09-09,SEA,,Lexie Brown,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,SEA,,Mackenzie Holmes,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,SEA,,Tiffany Mitchell,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,SEA,,Zia Cooke,COACH'S DECISION,missed_game_other,espn_summary_401736392.json
2025-09-09,DAL,Ajae Petty,,The Dallas Wings signed Ajae Petty.,signing,bbref_transactions_2025.html
2025-09-09,IND,Shey Peddy,,The Indiana Fever signed Shey Peddy.,signing,bbref_transactions_2025.html
2025-09-09,DAL,,Ajae Petty,The Dallas Wings released Ajae Petty.,waiver,bbref_transactions_2025.html
2025-09-09,IND,,Shey Peddy,The Indiana Fever released Shey Peddy.,waiver,bbref_transactions_2025.html
2025-09-10,ATL,,Taylor Thierry,LEFT ANKLE,missed_game_injury,espn_summary_401736393.json
2025-09-10,CON,,Bria Hartley,RIGHT KNEE,missed_game_injury,espn_summary_401736393.json
2025-09-10,CON,,Olivia Nelson-Ododa,BACK,missed_game_injury,espn_summary_401736393.json
2025-09-10,CON,,Leila Lacan,PERSONAL,missed_game_other,espn_summary_401736393.json
2025-09-10,DAL,Christyn Williams,,The Dallas Wings signed Christyn Williams.,signing,bbref_transactions_2025.html
2025-09-10,DAL,,Christyn Williams,The Dallas Wings released Christyn Williams.,waiver,bbref_transactions_2025.html
2025-09-11,CHI,,Angel Reese,BACK,missed_game_injury,espn_summary_401736394.json
2025-09-11,CHI,,Ariel Atkins,BACK,missed_game_injury,espn_summary_401736394.json
2025-09-11,CHI,,Courtney Vandersloot,KNEE INJURY,missed_game_injury,espn_summary_401736394.json
2025-09-11,CHI,,Hailey Van Lith,ANKLE INJURY,missed_game_injury,espn_summary_401736394.json
2025-09-11,GSV,,Kayla Thornton,RIGHT KNEE,missed_game_injury,espn_summary_401736396.json
2025-09-11,GSV,,Tiffany Hayes,LEFT KNEE,missed_game_injury,espn_summary_401736396.json
2025-09-11,MIN,,DiJonai Carrington,LEFT SHOULDER,missed_game_injury,espn_summary_401736396.json
2025-09-11,CHI,,Elizabeth Williams,COACH'S DECISION,missed_game_other,espn_summary_401736394.json
2025-09-14,GSV,,Tiffany Hayes,LEFT KNEE INJURY [playoffs],missed_game_injury,espn_summary_401820272.json
2025-09-14,SEA,,Katie Lou Samuelson,RIGHT KNEE [playoffs],missed_game_injury,espn_summary_401820315.json
2025-09-14,ATL,,Taylor Thierry,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820313.json
2025-09-14,NYL,,Isabelle Harrison,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,NYL,,Marine Johannes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,NYL,,Nyara Sabally,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,NYL,,Stephanie Talbot,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-14,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820314.json
2025-09-16,IND,,Aari McDonald,RIGHT FOOT [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,IND,,Caitlin Clark,RIGHT GROIN [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,IND,,Chloe Bibby,LEFT KNEE [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,IND,,Damiris Dantas,CONCUSSION PROTOCOL [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,IND,,Sophie Cunningham,RIGHT KNEE [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,IND,,Sydney Colson,LEFT KNEE [playoffs],missed_game_injury,espn_summary_401820316.json
2025-09-16,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,LVA,,Kiah Stokes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,LVA,,Megan DiLeo,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,SEA,,Katie Lou Samuelson,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,SEA,,Lexie Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,SEA,,Mackenzie Holmes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,SEA,,Tiffany Mitchell,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-16,SEA,,Zia Cooke,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820317.json
2025-09-17,GSV,,Kaitlyn Chen,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-17,GSV,,Laeticia Amihere,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-17,MIN,,Anastasiia Olairi Kosu,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-17,MIN,,Camryn Taylor,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-17,MIN,,Jaylyn Sherrod,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-17,MIN,,Maria Kliundikova,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820319.json
2025-09-18,SEA,,Katie Lou Samuelson,RIGHT KNEE INJURY [playoffs],missed_game_injury,espn_summary_401820321.json
2025-09-18,ATL,,Shatori Walker-Kimbrough,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820320.json
2025-09-18,ATL,,Sika Kone,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820320.json
2025-09-18,ATL,,Taylor Thierry,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820320.json
2025-09-18,IND,,Bree Hall,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820320.json
2025-09-18,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-18,LVA,,Megan DiLeo,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-18,SEA,,Lexie Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-18,SEA,,Mackenzie Holmes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-18,SEA,,Tiffany Mitchell,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-18,SEA,,Zia Cooke,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820321.json
2025-09-19,NYL,,Isabelle Harrison,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,NYL,,Marine Johannes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,NYL,,Nyara Sabally,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,NYL,,Stephanie Talbot,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-19,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820324.json
2025-09-21,NYL,,,The New York Liberty fired Sandy Brondello as Head Coach.,front_office,bbref_transactions_2025.html
2025-09-21,SEA,,,The Seattle Storm fired Noelle Quinn as Head Coach.,front_office,bbref_transactions_2025.html
2025-09-21,IND,,Sophie Cunningham,RIGHT KNEE [playoffs],missed_game_injury,espn_summary_401820327.json
2025-09-21,MIN,,DiJonai Carrington,LEFT FOOT [playoffs],missed_game_injury,espn_summary_401820328.json
2025-09-21,IND,,Damiris Dantas,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820327.json
2025-09-21,MIN,,Anastasiia Olairi Kosu,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,MIN,,Camryn Taylor,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,MIN,,Jaylyn Sherrod,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-21,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820328.json
2025-09-23,IND,,Damiris Dantas,CONCUSSION [playoffs],missed_game_injury,espn_summary_401820331.json
2025-09-23,IND,,Sophie Cunningham,RIGHT KNEE [playoffs],missed_game_injury,espn_summary_401820331.json
2025-09-23,MIN,,DiJonai Carrington,LEFT FOOT [playoffs],missed_game_injury,espn_summary_401820330.json
2025-09-23,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820330.json
2025-09-23,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820330.json
2025-09-23,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820330.json
2025-09-23,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820330.json
2025-09-26,IND,,Aari McDonald,RIGHT FOOT [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,IND,,Caitlin Clark,RIGHT GROIN [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,IND,,Chloe Bibby,LEFT KNEE INJURY [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,IND,,Damiris Dantas,CONCUSSION PROTOCOL [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,IND,,Sophie Cunningham,RIGHT KNEE INJURY [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,IND,,Sydney Colson,LEFT KNEE INJURY [playoffs],missed_game_injury,espn_summary_401820334.json
2025-09-26,MIN,,DiJonai Carrington,LEFT FOOT [playoffs],missed_game_injury,espn_summary_401820333.json
2025-09-26,IND,,Bree Hall,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820334.json
2025-09-26,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820334.json
2025-09-26,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820334.json
2025-09-26,LVA,,Kiah Stokes,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820334.json
2025-09-26,MIN,,Anastasiia Olairi Kosu,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,MIN,,Camryn Taylor,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,MIN,,Jaylyn Sherrod,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-26,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820333.json
2025-09-28,IND,,Aari McDonald,RIGHT FOOT [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,IND,,Caitlin Clark,RIGHT GROIN [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,IND,,Chloe Bibby,LEFT KNEE [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,IND,,Damiris Dantas,CONCUSSION PROTOCOL [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,IND,,Sophie Cunningham,RIGHT KNEE [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,IND,,Sydney Colson,LEFT KNEE [playoffs],missed_game_injury,espn_summary_401820337.json
2025-09-28,MIN,,DiJonai Carrington,LEFT FOOT [playoffs],missed_game_injury,espn_summary_401820338.json
2025-09-28,MIN,,Napheesa Collier,LEFT ANKLE [playoffs],missed_game_injury,espn_summary_401820338.json
2025-09-28,IND,,Bree Hall,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820337.json
2025-09-28,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820337.json
2025-09-28,LVA,,Cheyenne Parker-Tyus,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820337.json
2025-09-28,MIN,,Camryn Taylor,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-28,MIN,,Jaylyn Sherrod,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-28,PHO,,Kalani Brown,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-28,PHO,,Kiana Williams,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-28,PHO,,Kitija Laksa,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-28,PHO,,Lexi Held,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820338.json
2025-09-30,DAL,,,The Dallas Wings fired Chris Koclanes as Head Coach.,front_office,bbref_transactions_2025.html
2025-09-30,IND,,Bree Hall,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820340.json
2025-09-30,LVA,,Aaliyah Nye,COACH'S DECISION [playoffs],missed_game_other,espn_summary_401820340.json
